0,26.5,12280,50
1,26.5,1535,50
2,26.5,1535,50
3,26.5,1535,50
4,26.5,1535,50
5,26.75,1515,50
6,26.75,1532.5,50
7,26.75,1532.5,50
8,26.75,1532.5,50
9,27,1512.5,50
10,27.25,1510,50
11,27.75,1487.5,50
12,27.75,1522.5,50
13,28.25,1482.5,50
14,28.75,1477.5,50
15,29.25,1472.5,50
16,30,1447.5,50
17,30.5,1460,50
18,31.25,1435,50
19,32,1427.5,50
20,33.25,1380,50
21,34.25,1387.5,50
22,35.5,1357.5,50
23,36.75,1345,50
24,38.25,1312.5,50
25,40,1277.5,50
26,41.25,1300,50
27,43,1247.5,50
28,44.5,1250,50
29,46.25,1215,50
30,47.75,1217.5,50
31,49.5,1182.5,50
32,52,1105,50
33,54,1120,50
34,56.25,1080,50
35,58.75,1037.5,50
36,61.25,1012.5,50
37,64,967.5,50
38,67,920,50
39,69.5,930,50
40,72,905,50
41,74.75,860,50
42,77.25,852.5,50
43,80,807.5,50
44,82.5,800,50
45,85.25,755,50
46,87.75,747.5,50
47,90.5,702.5,50
48,93.5,655,50
49,96,665,50
50,98.75,620,50
51,101.5,592.5,50
52,104.25,565,50
53,107.25,517.5,50
54,110.25,487.5,50
55,113,477.5,50
56,115.75,450,50
57,118.75,402.5,50
58,121.75,372.5,50
59,124.5,362.5,50
60,127.25,335,50
61,130,307.5,50
62,132.5,300,50
63,135.5,235,50
64,138,245,50
65,140.5,220,50
66,143.25,175,50
67,145.75,167.5,50
68,148.5,122.5,50
69,150.75,135,50
70,153.5,72.5,36
71,155.25,125,50
72,157.75,47.5,23
73,159.75,62.5,31
74,162.25,2.5,1
75,164.25,17.5,8
76,166,17.5,8
77,167.75,0,0
78,169,22.5,11
79,170.5,-10,0
80,171.75,-5,0
81,172.75,2.5,1
82,173.25,32.5,16
83,174,7.5,3
84,174.25,40,20
85,174.25,57.5,28
86,174.75,17.5,8
87,175,32.5,16
88,175.25,30,15
89,175.25,47.5,23
90,175.25,47.5,23
91,175.5,27.5,13
92,175.5,45,22
93,175.75,25,12
94,175.75,42.5,21
95,175.75,42.5,21
96,175.75,42.5,21
97,175.75,42.5,21
98,175.5,62.5,31
99,175.25,65,32
100,175.25,47.5,23
101,175.25,47.5,23
102,175,67.5,33
103,175.25,30,15
104,175,67.5,33
105,175.25,30,15
106,175,67.5,33
107,175.5,10,5
108,175.5,45,22
109,175.75,25,12
110,176,22.5,11
111,176,40,20
112,176.25,20,10
113,176.25,37.5,18
114,176.25,37.5,18
115,176.5,17.5,8
116,176.5,35,17
117,176,75,37
118,176,40,20
119,176,40,20
120,176,40,20
121,176,40,20
122,176.25,20,10
123,176.25,37.5,18
124,176,57.5,28
125,176,40,20
126,175.75,60,30
127,176,22.5,11
128,176,40,20
129,176,40,20
130,175.75,60,30
131,175.75,42.5,21
132,176.25,2.5,1
133,176.25,37.5,18
134,176.25,37.5,18
135,176.25,37.5,18
136,176,57.5,28
137,176.25,20,10
138,176.25,37.5,18
139,176.25,37.5,18
140,176.25,37.5,18
141,176.25,37.5,18
142,176.25,37.5,18
143,176.25,37.5,18
144,176.25,37.5,18
145,176.25,37.5,18
146,176.25,37.5,18
147,176,57.5,28
148,176.25,20,10
149,176.5,17.5,8
150,176.5,35,17
151,176.5,35,17
152,176.5,35,17
153,176.75,15,7
154,176.5,52.5,26
155,176.75,15,7
156,176.75,32.5,16
157,176.75,32.5,16
158,176.75,32.5,16
159,176.75,32.5,16
160,176.25,72.5,36
161,176.25,37.5,18
162,176.25,37.5,18
163,176.25,37.5,18
164,176.25,37.5,18
165,176.25,37.5,18
166,176.25,37.5,18
167,176.25,37.5,18
168,176.25,37.5,18
169,176.25,37.5,18
170,176.25,37.5,18
171,176.25,37.5,18
172,176,57.5,28
173,176.25,20,10
174,176.25,37.5,18
175,176.5,17.5,8
176,176.5,35,17
177,176.5,35,17
178,176.5,35,17
179,176.75,15,7
180,176.5,5652.5,50
181,176.5,735,50
182,176.25,755,50
183,176.5,717.5,50
184,176.5,735,50
185,177,695,50
186,177.5,690,50
187,177.75,705,50
188,178.5,662.5,50
189,179.25,655,50
190,180,647.5,50
191,181,620,50
192,181.75,630,50
193,183,582.5,50
194,184.25,570,50
195,185.5,557.5,50
196,186.75,545,50
197,188,532.5,50
198,189.5,500,50
199,191,485,50
200,192.75,450,50
201,194.25,452.5,50
202,195.75,437.5,50
203,197.75,382.5,50
204,199.25,402.5,50
205,200.75,387.5,50
206,202,392.5,50
207,203.5,360,50
208,205,345,50
209,206.75,310,50
210,208.25,312.5,50
211,210,277.5,50
212,211.5,280,50
213,213.25,245,50
214,214.75,247.5,50
215,216.25,232.5,50
216,218,197.5,50
217,219.5,200,50
218,221.5,145,50
219,223,165,50
220,224.5,150,50
221,226.25,115,50
222,228,97.5,48
223,229.75,80,40
224,231.5,62.5,31
225,233,65,32
226,234.25,70,35
227,235.75,37.5,18
228,236.75,62.5,31
229,237.75,52.5,26
230,238.75,42.5,21
231,239.5,52.5,26
232,240.25,45,22
233,240.75,57.5,28
234,241.25,52.5,26
235,241.75,47.5,23
236,242.25,42.5,21
237,242.5,57.5,28
238,242.75,55,27
239,243,52.5,26
240,243.25,50,25
241,243.5,47.5,23
242,244,25,12
243,244,60,30
244,244.25,40,20
245,244.25,57.5,28
246,244.5,37.5,18
247,244.5,55,27
248,244.5,55,27
249,244.5,55,27
250,244.25,-19925,0
251,244,-2422.5,0
252,243.5,-2400,0
253,243.25,-2415,0
254,242.75,-2392.5,0
255,242.25,-2387.5,0
256,242,-2402.5,0
257,241.25,-2360,0
258,240.75,-2372.5,0
259,240,-2347.5,0
260,239.5,-2360,0
261,236.75,-2175,0
262,228.25,-1687.5,0
263,219,-1542.5,0
264,210.5,-1510,0
265,203.75,-1565,0
266,198,-1577.5,0
267,193.5,-1620,0
268,188.5,-1535,0
269,183.75,-1505,0
270,179.5,-1497.5,0
271,176.5,-1555,0
272,173,-1485,0
273,170,-1490,0
274,166.25,-1400,0
275,163,-1402.5,0
276,160.5,-1430,0
277,156.5,-1285,0
278,153.75,-1345,0
279,151.25,-1337.5,0
280,148.75,-1312.5,0
281,145.5,-1227.5,0
282,143.75,-1315,0
283,141.5,-1257.5,0
284,139.75,-1275,0
285,137.25,-1197.5,0
286,134.5,-1152.5,0
287,132.5,-1185,0
288,130.25,-1145,0
289,128.25,-1142.5,0
290,126.75,-1162.5,0
291,125.25,-1147.5,0
292,124.25,-1172.5,0
293,123.25,-1162.5,0
294,122.25,-1152.5,0
295,120.75,-1102.5,0
296,120.25,-1167.5,0
297,118.5,-1062.5,0
298,117.25,-1085,0
299,116,-1072.5,0
300,113.75,-980,0
301,112.25,-1017.5,0
302,111,-1022.5,0
303,110,-1030,0
304,108.75,-1000,0
305,107.5,-987.5,0
306,106.75,-1015,0
307,105,-927.5,0
308,104,-970,0
309,102.75,-940,0
310,101.75,-947.5,0
311,101.5,-997.5,0
312,101.5,-1015,0
313,100.75,-955,0
314,101,-1027.5,0
315,100.75,-990,0
316,99.75,-927.5,0
317,98.75,-917.5,0
318,96.5,-807.5,0
319,96.25,-945,0
320,95.75,-922.5,0
321,94.75,-877.5,0
322,93.25,-827.5,0
323,92.25,-852.5,0
324,91.5,-862.5,0
325,90.75,-855,0
326,90.5,-887.5,0
327,89.75,-845,0
328,89,-837.5,0
329,88.5,-850,0
330,87.75,-825,0
331,87.5,-857.5,0
332,86.5,-795,0
333,85,-745,0
334,84.75,-830,0
335,84,-787.5,0
336,83.5,-800,0
337,84,-875,0
338,83.75,-820,0
339,83.5,-817.5,0
340,82.75,-775,0
341,82.25,-787.5,0
342,81.25,-742.5,0
343,80.75,-772.5,0
344,80,-747.5,0
345,79.5,-760,0
346,78.75,-735,0
347,78.5,-767.5,0
348,78,-745,0
349,77.75,-760,0
350,77,-717.5,0
351,75.75,-670,0
352,75,-697.5,0
353,74.25,-690,0
354,73.75,-702.5,0
355,73.25,-697.5,0
